NL78MPBA0019740001;10;CURRENT;3
NL51MPBA0019740002;10;LOAN;4
NL24MPBA0019740003;10;SAVINGS;5
NL94MPBA0019740004;10;BUSINESS;6
NL40MPBA0019740006;3279.54;CURRENT;7
NL29MPBA0019740010;4225.45;CURRENT;8
NL02MPBA0019740011;2024.3;CURRENT;9
NL45MPBA0019740013;4874.07;CURRENT;10
NL34MPBA0019740017;4929.78;CURRENT;11
NL77MPBA0019740019;1050.91;CURRENT;12
NL50MPBA0019740020;1740.72;CURRENT;13
NL66MPBA0019740023;2393.69;CURRENT;14
NL12MPBA0019740025;483.27;CURRENT;15
NL82MPBA0019740026;2221.62;CURRENT;16
NL55MPBA0019740027;754.29;CURRENT;17
NL28MPBA0019740028;1214.81;CURRENT;18
NL71MPBA0019740030;4021.86;CURRENT;19
NL17MPBA0019740032;4305.27;CURRENT;20
NL06MPBA0019740036;2177.12;CURRENT;21
NL76MPBA0019740037;1080.65;CURRENT;22
NL49MPBA0019740038;788.12;CURRENT;23
NL22MPBA0019740039;489.91;CURRENT;24
NL11MPBA0019740043;1914.08;CURRENT;25
NL81MPBA0019740044;1218.91;CURRENT;26
NL54MPBA0019740045;1707.14;CURRENT;27
NL27MPBA0019740046;4446.97;CURRENT;28
NL70MPBA0019740048;3296.44;CURRENT;29
NL43MPBA0019740049;2851.55;CURRENT;30
NL16MPBA0019740050;3739.61;CURRENT;31
NL32MPBA0019740053;1617.59;CURRENT;32
NL05MPBA0019740054;8956.53;CURRENT;33
NL75MPBA0019740055;4177.06;CURRENT;34
NL48MPBA0019740056;2229.28;CURRENT;35
NL64MPBA0019740059;4063.68;CURRENT;36
NL80MPBA0019740062;1468.57;CURRENT;37
NL26MPBA0019740064;5414.74;CURRENT;38
NL69MPBA0019740066;1297.39;CURRENT;39
NL15MPBA0019740068;414.1;CURRENT;40
NL04MPBA0019740072;2063.89;CURRENT;41
NL47MPBA0019740074;3944.43;CURRENT;42
NL63MPBA0019740077;4330.06;CURRENT;43
NL36MPBA0019740078;3665.11;CURRENT;44
NL09MPBA0019740079;1295.3;CURRENT;45
NL79MPBA0019740080;2909.26;CURRENT;46
NL52MPBA0019740081;2883.15;CURRENT;47
NL25MPBA0019740082;3723.76;CURRENT;48
NL68MPBA0019740084;3690.01;CURRENT;49
NL14MPBA0019740086;1518.11;CURRENT;50
NL30MPBA0019740089;1695.79;CURRENT;51
NL73MPBA0019740091;4307.54;CURRENT;52
NL19MPBA0019740093;2252.43;CURRENT;53
NL62MPBA0019740095;3805.28;CURRENT;54
NL35MPBA0019740096;2432.65;CURRENT;55
NL08MPBA0019740097;2561.27;CURRENT;56
NL78MPBA0019740098;2153.82;CURRENT;57
NL51MPBA0019740099;4221.39;CURRENT;58
NL24MPBA0019740100;2184.9;CURRENT;59
NL40MPBA0019740103;1292.9;CURRENT;60
NL13MPBA0019740104;9062.13;CURRENT;61
NL29MPBA0019740107;2783.06;CURRENT;62
NL72MPBA0019740109;1475.99;CURRENT;63
NL45MPBA0019740110;1606.59;CURRENT;64
NL18MPBA0019740111;3853.6;CURRENT;65
NL61MPBA0019740113;3757.35;CURRENT;66
NL34MPBA0019740114;2057.44;CURRENT;67
NL07MPBA0019740115;1413.6;CURRENT;68
NL77MPBA0019740116;2146.78;CURRENT;69
NL23MPBA0019740118;2445.9;CURRENT;70
NL12MPBA0019740122;3693;CURRENT;71
NL71MPBA0019740127;2230.37;CURRENT;72
NL44MPBA0019740128;2973.41;CURRENT;73
NL17MPBA0019740129;4921.5;CURRENT;74
NL33MPBA0019740132;2080.22;CURRENT;75
NL76MPBA0019740134;699.95;CURRENT;76
NL49MPBA0019740135;1253.19;CURRENT;77
NL22MPBA0019740136;1900.57;CURRENT;78
NL65MPBA0019740138;1636.64;CURRENT;79
NL11MPBA0019740140;1693.81;CURRENT;80
NL54MPBA0019740142;2226.59;CURRENT;81
NL27MPBA0019740143;4012.56;CURRENT;82
NL43MPBA0019740146;2235.61;CURRENT;83
NL16MPBA0019740147;5204.06;CURRENT;84
NL32MPBA0019740150;1182.56;CURRENT;85
NL05MPBA0019740151;4181.3;CURRENT;86
NL75MPBA0019740152;3809.98;CURRENT;87
NL48MPBA0019740153;3831.57;CURRENT;88
NL64MPBA0019740156;2010.87;CURRENT;89
NL10MPBA0019740158;1031.57;CURRENT;90
NL53MPBA0019740160;2567.98;CURRENT;91
NL26MPBA0019740161;2170.11;CURRENT;92
NL69MPBA0019740163;1495.02;CURRENT;93
NL15MPBA0019740165;1691.55;CURRENT;94
NL31MPBA0019740168;2034.87;CURRENT;95
NL04MPBA0019740169;4204.95;CURRENT;96
NL20MPBA0019740172;2015.73;CURRENT;97
NL63MPBA0019740174;2263.48;CURRENT;98
NL36MPBA0019740175;1175.81;CURRENT;99
NL09MPBA0019740176;2040.44;CURRENT;100
NL79MPBA0019740177;2924.27;CURRENT;101
NL52MPBA0019740178;1883.78;CURRENT;102
NL25MPBA0019740179;1203.9;CURRENT;103
NL68MPBA0019740181;4204.24;CURRENT;104
NL41MPBA0019740182;3735.45;CURRENT;105
NL14MPBA0019740183;1615.64;CURRENT;106
NL03MPBA0019740187;2006.99;CURRENT;107
NL73MPBA0019740188;32.3;CURRENT;108
NL46MPBA0019740189;4192.84;CURRENT;109
NL19MPBA0019740190;811.9;CURRENT;110
NL62MPBA0019740192;1997.31;CURRENT;111
NL35MPBA0019740193;5463.43;CURRENT;112
NL78MPBA0019740195;2308.91;CURRENT;113
NL51MPBA0019740196;174.35;CURRENT;114
NL67MPBA0019740199;4136.75;CURRENT;115
NL40MPBA0019740200;1182.17;CURRENT;116
NL13MPBA0019740201;374.58;CURRENT;117
NL56MPBA0019740203;3175.3;CURRENT;118
NL29MPBA0019740204;2778.93;CURRENT;119
NL02MPBA0019740205;2854.13;CURRENT;120
NL72MPBA0019740206;1058.12;CURRENT;121
NL18MPBA0019740208;4067.24;CURRENT;122
NL61MPBA0019740210;2869.78;CURRENT;123
NL34MPBA0019740211;1634.24;CURRENT;124
NL07MPBA0019740212;839.68;CURRENT;125
NL77MPBA0019740213;1054.82;CURRENT;126
NL50MPBA0019740214;2879.6;CURRENT;127
NL23MPBA0019740215;1150.45;CURRENT;128
NL66MPBA0019740217;5229.98;CURRENT;129
NL12MPBA0019740219;1211.83;CURRENT;130
NL82MPBA0019740220;768.8;CURRENT;131
NL55MPBA0019740221;9444.6;CURRENT;132
NL28MPBA0019740222;4002.44;CURRENT;133
NL71MPBA0019740224;1294.72;CURRENT;134
NL44MPBA0019740225;685.04;CURRENT;135
NL17MPBA0019740226;1667.42;CURRENT;136
NL33MPBA0019740229;3678.12;CURRENT;137
NL06MPBA0019740230;1967.19;CURRENT;138
NL49MPBA0019740232;712.27;CURRENT;139
NL22MPBA0019740233;8998.4;CURRENT;140
NL65MPBA0019740235;2038.31;CURRENT;141
NL81MPBA0019740238;1616.06;CURRENT;142
NL54MPBA0019740239;1954.85;CURRENT;143
NL70MPBA0019740242;674.81;CURRENT;144
NL75MPBA0019740249;1212.79;CURRENT;145
NL48MPBA0019740250;2821.38;CURRENT;146
NL21MPBA0019740251;2089.1;CURRENT;147
NL64MPBA0019740253;3826.2;CURRENT;148
NL10MPBA0019740255;2223.56;CURRENT;149
NL80MPBA0019740256;1669.44;CURRENT;150
NL53MPBA0019740257;1669.61;CURRENT;151
NL26MPBA0019740258;1072.87;CURRENT;152
NL15MPBA0019740262;1502.14;CURRENT;153
NL31MPBA0019740265;3955.08;CURRENT;154
NL04MPBA0019740266;4297.68;CURRENT;155
NL74MPBA0019740267;2315.2;CURRENT;156
NL47MPBA0019740268;2666.82;CURRENT;157
NL63MPBA0019740271;4305.94;CURRENT;158
NL36MPBA0019740272;482.8;CURRENT;159
NL09MPBA0019740273;2219.37;CURRENT;160
NL79MPBA0019740274;4558.53;CURRENT;161
NL25MPBA0019740276;2318.55;CURRENT;162
NL68MPBA0019740278;1946.24;CURRENT;163
NL41MPBA0019740279;773.48;CURRENT;164
NL14MPBA0019740280;134.53;CURRENT;165
NL03MPBA0019740284;4899.29;CURRENT;166
NL46MPBA0019740286;1663.69;CURRENT;167
NL19MPBA0019740287;1562.48;CURRENT;168
NL62MPBA0019740289;5356.25;CURRENT;169
NL35MPBA0019740290;1290.95;CURRENT;170
NL78MPBA0019740292;804.99;CURRENT;171
